dataset,rv_weight,seed,bv_target_cls,clean_acc,asr
CIFAR100,0.0,1,1,89.29,32.36363636363636
CIFAR100,0.03333333333333333,1,1,88.92,28.252525252525253
CIFAR100,0.06666666666666667,1,1,87.56,15.696969696969699
CIFAR100,0.09999999999999999,1,1,85.74000000000001,5.484848484848484
CIFAR100,0.13333333333333333,1,1,83.04,1.1313131313131313
CIFAR100,0.16666666666666666,1,1,80.54,0.36363636363636365
CIFAR100,0.19999999999999998,1,1,78.23,0.3838383838383838
CIFAR100,0.2333333333333333,1,1,76.23,0.37373737373737376
CIFAR100,0.26666666666666666,1,1,74.03,0.35353535353535354
CIFAR100,0.3,1,1,72.19,0.45454545454545453
CIFAR100,0.3333333333333333,1,1,70.05,0.47474747474747475
CIFAR100,0.0,1,2,89.2,39.525252525252526
CIFAR100,0.03333333333333333,1,2,88.64999999999999,34.91919191919192
CIFAR100,0.06666666666666667,1,2,87.56,23.858585858585858
CIFAR100,0.09999999999999999,1,2,85.58,15.93939393939394
CIFAR100,0.13333333333333333,1,2,82.96,10.767676767676768
CIFAR100,0.16666666666666666,1,2,80.69,5.909090909090909
CIFAR100,0.19999999999999998,1,2,78.14,2.1919191919191916
CIFAR100,0.2333333333333333,1,2,76.11,0.7474747474747475
CIFAR100,0.26666666666666666,1,2,74.15,0.48484848484848486
CIFAR100,0.3,1,2,72.2,0.5454545454545455
CIFAR100,0.3333333333333333,1,2,69.85,0.6565656565656566
CIFAR100,0.0,1,3,89.08,48.515151515151516
CIFAR100,0.03333333333333333,1,3,88.8,40.24242424242424
CIFAR100,0.06666666666666667,1,3,87.46000000000001,27.363636363636363
CIFAR100,0.09999999999999999,1,3,85.41,16.575757575757578
CIFAR100,0.13333333333333333,1,3,82.80999999999999,7.97979797979798
CIFAR100,0.16666666666666666,1,3,80.5,2.8585858585858586
CIFAR100,0.19999999999999998,1,3,78.14,1.0808080808080809
CIFAR100,0.2333333333333333,1,3,76.19,0.7474747474747475
CIFAR100,0.26666666666666666,1,3,74.22999999999999,0.5252525252525253
CIFAR100,0.3,1,3,72.48,0.35353535353535354
CIFAR100,0.3333333333333333,1,3,70.05,0.29292929292929293
