dataset,seed,bv_target_cls,clean_acc,asr
CIFAR100,1,1,70.24000000000001,0.40404040404040403
CIFAR100,1,2,70.24000000000001,0.40404040404040403
CIFAR100,1,3,70.24000000000001,0.3434343434343434
